anchor,positive_schema
"I want to inspect the coding agent run to check whether the Copilot job finished.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I am trying to check the delegated job to check whether the Copilot job finished.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I need the Copilot job status to inspect the coding agent progress.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I want to inspect the coding agent run to inspect the coding agent progress.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I am trying to check the delegated job to inspect the coding agent progress.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I need the Copilot job status to see if a delegated task opened a PR.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I want to inspect the coding agent run to see if a delegated task opened a PR.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I am trying to check the delegated job to see if a delegated task opened a PR.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I need the Copilot job status to verify whether the Copilot run is still active.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I want to inspect the coding agent run to verify whether the Copilot run is still active.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I am trying to check the delegated job to verify whether the Copilot run is still active.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I need the Copilot job status to read the current status of the agent job.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I want to inspect the coding agent run to read the current status of the agent job.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"I am trying to check the delegated job to read the current status of the agent job.","{""name"":""get_copilot_job_status"",""description"":""Get the status of a GitHub Copilot coding agent job. Use this to check if a previously submitted task has completed and to get the pull request URL once it's created. Provide the job ID (from create_pull_request_with_copilot) or pull request number (from assign_copilot_to_issue), or any pull request you want agent sessions for."",""inputSchema"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""Job ID or pull request number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""id""]}}"
"Get a repository label to inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Fetch label details to inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Show the label metadata so I can inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Get a repository label to check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Fetch label details to check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Show the label metadata so I can check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Get a repository label to read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Fetch label details to read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Show the label metadata so I can read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Get a repository label to look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Fetch label details to look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Show the label metadata so I can look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Get a repository label to verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Fetch label details to verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Show the label metadata so I can verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can you get a repository label to inspect the bug label details?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Could you fetch label details to inspect the bug label details?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Would you look up the label metadata to inspect the bug label details?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can we inspect a label to inspect the bug label details?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can you get a repository label to check how the enhancement label is defined?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Could you fetch label details to check how the enhancement label is defined?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Would you look up the label metadata to check how the enhancement label is defined?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can we inspect a label to check how the enhancement label is defined?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can you get a repository label to read metadata for a triage label?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Could you fetch label details to read metadata for a triage label?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Would you look up the label metadata to read metadata for a triage label?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can we inspect a label to read metadata for a triage label?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can you get a repository label to look up the urgent label settings?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Could you fetch label details to look up the urgent label settings?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Would you look up the label metadata to look up the urgent label settings?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can we inspect a label to look up the urgent label settings?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can you get a repository label to verify a repository label name?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Could you fetch label details to verify a repository label name?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Would you look up the label metadata to verify a repository label name?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Can we inspect a label to verify a repository label name?","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I need label details to inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I want to inspect a repository label to inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I am trying to look up a label to inspect the bug label details.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I need label details to check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I want to inspect a repository label to check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I am trying to look up a label to check how the enhancement label is defined.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I need label details to read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I want to inspect a repository label to read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I am trying to look up a label to read metadata for a triage label.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I need label details to look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I want to inspect a repository label to look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I am trying to look up a label to look up the urgent label settings.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I need label details to verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I want to inspect a repository label to verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"I am trying to look up a label to verify a repository label name.","{""name"":""get_label"",""description"":""Get a specific label from a repository."",""inputSchema"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""Label name.""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization name)""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""name""]}}"
"Get my GitHub profile to inspect my GitHub profile details.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Fetch my authenticated user details to inspect my GitHub profile details.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Show my GitHub account data so I can inspect my GitHub profile details.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Get my GitHub profile to confirm which account is authenticated.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Fetch my authenticated user details to confirm which account is authenticated.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Show my GitHub account data so I can confirm which account is authenticated.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Get my GitHub profile to check my user metadata.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Fetch my authenticated user details to check my user metadata.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
"Show my GitHub account data so I can check my user metadata.","{""name"":""get_me"",""description"":""Get details of the authenticated GitHub user. Use this when a request is about the user's own profile for GitHub. Or when information is missing to build other tool calls."",""inputSchema"":{""type"":""object"",""properties"":{}}}"
