anchor,positive_schema
"I want to inspect a specific commit to check the deployment commit details.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I am trying to open commit metadata to check the deployment commit details.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I need commit details to review a hotfix commit.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I want to inspect a specific commit to review a hotfix commit.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I am trying to open commit metadata to review a hotfix commit.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I need commit details to open a commit from the auth refactor.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I want to inspect a specific commit to open a commit from the auth refactor.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I am trying to open commit metadata to open a commit from the auth refactor.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I need commit details to read the commit metadata for the CI change.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I want to inspect a specific commit to read the commit metadata for the CI change.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"I am trying to open commit metadata to read the commit metadata for the CI change.","{""name"":""get_commit"",""description"":""Get details for a commit from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""include_diff"":{""type"":""boolean"",""description"":""Whether to include file diffs and stats in the response. Default is true."",""default"":true},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch name, or tag name""}},""required"":[""owner"",""repo"",""sha""]}}"
"List branches so I can review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Show repository branches to review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fetch the branch list to review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"List branches so I can see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Show repository branches to see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fetch the branch list to see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"List branches so I can inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Show repository branches to inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fetch the branch list to inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"List branches so I can look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Show repository branches to look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fetch the branch list to look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"List branches so I can scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Show repository branches to scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Fetch the branch list to scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you list branches so we can review all active branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you show the branch list to review all active branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository branches to review all active branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we inspect the branches to review all active branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you list branches so we can see release branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you show the branch list to see release branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository branches to see release branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we inspect the branches to see release branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you list branches so we can inspect feature branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you show the branch list to inspect feature branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository branches to inspect feature branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we inspect the branches to inspect feature branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you list branches so we can look for stale work branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you show the branch list to look for stale work branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository branches to look for stale work branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we inspect the branches to look for stale work branches?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you list branches so we can scan repository branch names?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you show the branch list to scan repository branch names?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository branches to scan repository branch names?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we inspect the branches to scan repository branch names?","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need the branch list to review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository branches to review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to review branches to review all active branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need the branch list to see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository branches to see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to review branches to see release branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need the branch list to inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository branches to inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
